Sample,Time_us,Raw_u16,Voltage_V
101,101012,12643,0.636635
102,102013,35496,1.787393
103,103015,53725,2.705310
104,104009,31095,1.565782
105,105010,12531,0.630996
106,106010,35336,1.779336
107,107012,53757,2.706921
108,108013,30871,1.554502
109,109015,12675,0.638247
110,110009,35336,1.779336
111,111010,53757,2.706921
112,112012,30919,1.556919
113,113012,12611,0.635024
114,114013,35512,1.788199
115,115015,53773,2.707727
116,116009,31015,1.561753
117,117010,12659,0.637441
118,118012,35480,1.786587
119,119014,53645,2.701282
120,120009,31047,1.563365
121,121009,12611,0.635024
122,122012,35496,1.787393
123,123014,53629,2.700476
124,124015,30855,1.553696
125,125009,12739,0.641469
126,126011,35432,1.784170
127,127013,53693,2.703699
128,128014,30839,1.552891
129,129010,12627,0.635830
130,130014,35512,1.788199
131,131016,53789,2.708533
132,132010,30935,1.557725
133,133012,12643,0.636635
134,134013,35496,1.787393
135,135008,53709,2.704504
136,136009,31015,1.561753
137,137009,12611,0.635024
138,138011,35400,1.782559
139,139012,53709,2.704504
140,140014,30855,1.553696
141,141015,12611,0.635024
142,142009,35368,1.780948
143,143011,53773,2.707727
144,144013,30871,1.554502
145,145015,12627,0.635830
146,146009,35368,1.780948
147,147010,53725,2.705310
148,148012,30919,1.556919
149,149012,12627,0.635830
150,150013,35496,1.787393
151,151015,53741,2.706116
152,152010,30967,1.559336
153,153012,12627,0.635830
154,154009,35336,1.779336
155,155011,53757,2.706921
156,156013,30855,1.553696
157,157014,12611,0.635024
158,158015,35560,1.790616
159,159009,53805,2.709338
160,160011,30935,1.557725
161,161012,12611,0.635024
162,162015,35560,1.790616
163,163009,53741,2.706116
164,164011,30967,1.559336
165,165012,12627,0.635830
166,166013,35480,1.786587
167,167016,53709,2.704504
168,168009,31015,1.561753
169,169012,12627,0.635830
170,170014,35528,1.789004
171,171015,53709,2.704504
172,172016,30791,1.550474
173,173009,12627,0.635830
174,174010,35400,1.782559
175,175011,53709,2.704504
176,176013,30887,1.555308
177,177010,12563,0.632607
178,178012,35480,1.786587
179,179013,53725,2.705310
180,180014,30855,1.553696
181,181015,12611,0.635024
182,182009,35416,1.783364
183,183011,53741,2.706116
184,184013,30919,1.556919
185,185015,12643,0.636635
186,186010,35352,1.780142
187,187013,53773,2.707727
188,188014,30823,1.552085
189,189015,12627,0.635830
190,190009,35336,1.779336
191,191011,53837,2.710950
192,192013,30871,1.554502
193,193015,12627,0.635830
194,194011,35400,1.782559
195,195012,53773,2.707727
196,196014,30887,1.555308
197,197015,12499,0.629384
198,198009,35352,1.780142
199,199010,53805,2.709338
200,200012,30919,1.556919
201,201014,12643,0.636635
202,202012,35416,1.783364
203,203014,53805,2.709338
204,204015,30807,1.551279
205,205016,12643,0.636635
206,206009,35320,1.778530
207,207010,53741,2.706116
208,208012,30903,1.556114
209,209015,12611,0.635024
210,210009,35256,1.775308
211,211010,53773,2.707727
212,212012,30919,1.556919
213,213013,12611,0.635024
214,214015,35512,1.788199
215,215008,53821,2.710144
216,216010,31015,1.561753
217,217015,12627,0.635830
218,218011,35432,1.784170
219,219012,53693,2.703699
220,220014,30807,1.551279
221,221015,12611,0.635024
222,222010,35368,1.780948
223,223011,53709,2.704504
224,224012,30951,1.558531
225,225015,12611,0.635024
226,226010,35336,1.779336
227,227011,53693,2.703699
228,228013,30967,1.559336
229,229014,12675,0.638247
230,230015,35576,1.791421
231,231009,53757,2.706921
232,232011,30903,1.556114
233,233014,12611,0.635024
234,234009,35384,1.781753
235,235011,53581,2.698059
236,236012,30903,1.556114
237,237013,12611,0.635024
238,238015,35480,1.786587
239,239009,53741,2.706116
240,240011,30935,1.557725
241,241009,12611,0.635024
242,242011,35384,1.781753
243,243012,53709,2.704504
244,244013,30855,1.553696
245,245015,12595,0.634218
246,246009,35288,1.776919
247,247010,53741,2.706116
248,248012,30919,1.556919
249,249011,12595,0.634218
250,250012,35560,1.790616
251,251014,53757,2.706921
252,252015,30823,1.552085
253,253009,12611,0.635024
254,254010,35432,1.784170
255,255012,53757,2.706921
256,256013,30887,1.555308
257,257011,12627,0.635830
258,258014,35528,1.789004
259,259009,53757,2.706921
260,260011,31015,1.561753
261,261012,12771,0.643081
262,262014,35496,1.787393
263,263014,53741,2.706116
264,264010,31031,1.562559
265,265008,12611,0.635024
266,266011,35400,1.782559
267,267013,53741,2.706116
268,268014,30855,1.553696
269,269008,12611,0.635024
270,270009,35384,1.781753
271,271012,53789,2.708533
272,272013,30887,1.555308
273,273011,12627,0.635830
274,274012,35464,1.785782
275,275014,53709,2.704504
276,276015,30807,1.551279
277,277010,12659,0.637441
278,278011,35432,1.784170
279,279012,53645,2.701282
280,280014,30839,1.552891
281,281012,12595,0.634218
282,282014,35512,1.788199
283,283016,53741,2.706116
284,284009,30983,1.560142
285,285011,12611,0.635024
286,286012,35416,1.783364
287,287014,53709,2.704504
288,288015,30839,1.552891
289,289015,12627,0.635830
290,290011,35384,1.781753
291,291012,53741,2.706116
292,292013,30807,1.551279
293,293014,12611,0.635024
294,294009,35336,1.779336
295,295010,53805,2.709338
296,296012,30951,1.558531
297,297010,12563,0.632607
298,298012,35496,1.787393
299,299013,53757,2.706921
300,300014,30855,1.553696
301,301009,12595,0.634218
302,302011,35400,1.782559
303,303013,53757,2.706921
304,304014,30839,1.552891
305,305014,12627,0.635830
306,306010,35400,1.782559
307,307011,53725,2.705310
308,308012,30919,1.556919
309,309014,12627,0.635830
310,310014,35448,1.784976
311,311009,53725,2.705310
312,312011,30935,1.557725
313,313011,12643,0.636635
314,314013,35432,1.784170
315,315015,53725,2.705310
316,316008,31095,1.565782
317,317009,12563,0.632607
318,318011,35416,1.783364
319,319013,53693,2.703699
320,320015,30839,1.552891
321,321014,12627,0.635830
322,322010,35384,1.781753
323,323012,53757,2.706921
324,324013,30887,1.555308
325,325014,12627,0.635830
326,326016,35544,1.789810
327,327009,53741,2.706116
328,328010,30951,1.558531
329,329010,12627,0.635830
330,330012,35384,1.781753
331,331013,53725,2.705310
332,332015,30807,1.551279
333,333008,12595,0.634218
334,334009,35336,1.779336
335,335011,53725,2.705310
336,336012,30887,1.555308
337,337012,12595,0.634218
338,338014,35496,1.787393
339,339015,53773,2.707727
340,340009,30999,1.560948
341,341010,12611,0.635024
342,342012,35464,1.785782
343,343013,53725,2.705310
344,344014,30951,1.558531
345,345016,12611,0.635024
346,346013,35464,1.785782
347,347009,53741,2.706116
348,348011,31047,1.563365
349,349011,12643,0.636635
350,350012,35400,1.782559
351,351014,53757,2.706921
352,352015,30791,1.550474
353,353015,12627,0.635830
354,354009,35384,1.781753
355,355010,53773,2.707727
356,356012,30903,1.556114
357,357013,12627,0.635830
358,358014,35496,1.787393
359,359015,53773,2.707727
360,360009,30967,1.559336
361,361010,12611,0.635024
362,362013,35448,1.784976
363,363014,53693,2.703699
364,364015,30807,1.551279
365,365009,12611,0.635024
366,366010,35336,1.779336
367,367011,53725,2.705310
368,368013,30887,1.555308
369,369013,12675,0.638247
370,370009,35352,1.780142
371,371011,53789,2.708533
372,372013,30935,1.557725
373,373014,12515,0.630190
374,374016,35528,1.789004
375,375009,53773,2.707727
376,376011,31079,1.564976
377,377013,12691,0.639052
378,378009,35336,1.779336
379,379010,53741,2.706116
380,380012,31111,1.566587
381,381013,12595,0.634218
382,382015,35544,1.789810
383,383009,53709,2.704504
384,384010,31031,1.562559
385,385013,12579,0.633413
386,386015,35576,1.791421
387,387008,53789,2.708533
388,388010,30999,1.560948
389,389011,12595,0.634218
390,390012,35464,1.785782
391,391013,53773,2.707727
392,392015,30775,1.549668
393,393010,12595,0.634218
394,394012,35432,1.784170
395,395014,53741,2.706116
396,396015,30903,1.556114
397,397009,12595,0.634218
398,398010,35496,1.787393
399,399012,53709,2.704504
400,400013,30919,1.556919
401,401016,12611,0.635024
402,402011,35304,1.777725
403,403012,53725,2.705310
404,404014,30855,1.553696
405,405015,12611,0.635024
406,406008,35368,1.780948
407,407010,53709,2.704504
408,408011,31015,1.561753
409,409012,12627,0.635830
410,410009,35320,1.778530
411,411010,53757,2.706921
412,412012,30951,1.558531
413,413014,12595,0.634218
414,414009,35336,1.779336
415,415010,53725,2.705310
416,416012,30983,1.560142
417,417014,12611,0.635024
418,418009,35288,1.776919
419,419010,53709,2.704504
420,420011,30919,1.556919
421,421012,12627,0.635830
422,422014,35560,1.790616
423,423016,53741,2.706116
424,424010,30999,1.560948
425,425013,12611,0.635024
426,426009,35384,1.781753
427,427010,53773,2.707727
428,428012,30903,1.556114
429,429013,12595,0.634218
430,430015,35512,1.788199
431,431009,53725,2.705310
432,432011,31047,1.563365
433,433014,12611,0.635024
434,434009,35288,1.776919
435,435010,53709,2.704504
436,436012,30935,1.557725
437,437013,12595,0.634218
438,438015,35624,1.793838
439,439009,53709,2.704504
440,440011,30951,1.558531
441,441015,12659,0.637441
442,442010,35368,1.780948
443,443011,53725,2.705310
444,444013,30983,1.560142
445,445015,12627,0.635830
446,446009,35352,1.780142
447,447010,53757,2.706921
448,448013,30903,1.556114
449,449009,12627,0.635830
450,450013,35416,1.783364
451,451014,53805,2.709338
452,452015,30791,1.550474
453,453009,12467,0.627773
454,454011,35368,1.780948
455,455011,53757,2.706921
456,456013,30999,1.560948
457,457009,12675,0.638247
458,458013,35496,1.787393
459,459014,53709,2.704504
460,460015,30823,1.552085
461,461010,12595,0.634218
462,462010,35416,1.783364
463,463012,53709,2.704504
464,464013,30871,1.554502
465,465011,12451,0.626967
466,466012,35480,1.786587
467,467014,53725,2.705310
468,468008,30999,1.560948
469,469010,12579,0.633413
470,470012,35464,1.785782
471,471013,53741,2.706116
472,472015,30823,1.552085
473,473012,12675,0.638247
474,474015,35560,1.790616
475,475009,53725,2.705310
476,476010,30935,1.557725
477,477012,12579,0.633413
478,478013,35512,1.788199
479,479014,53741,2.706116
480,480009,31031,1.562559
481,481012,12595,0.634218
482,482013,35512,1.788199
483,483014,53741,2.706116
484,484015,30807,1.551279
485,485010,12595,0.634218
486,486011,35384,1.781753
487,487012,53677,2.702893
488,488013,30871,1.554502
489,489010,12595,0.634218
490,490014,35480,1.786587
491,491009,53709,2.704504
492,492011,30983,1.560142
493,493012,12643,0.636635
494,494013,35480,1.786587
495,495014,53725,2.705310
496,496009,31047,1.563365
497,497015,12611,0.635024
498,498011,35432,1.784170
499,499012,53725,2.705310
500,500013,30887,1.555308
501,501015,12627,0.635830
502,502009,35352,1.780142
503,503010,53773,2.707727
504,504012,30903,1.556114
505,505011,12691,0.639052
506,506015,35560,1.790616
507,507008,53757,2.706921
508,508010,30983,1.560142
509,509011,12611,0.635024
510,510013,35464,1.785782
511,511014,53757,2.706921
512,512008,31095,1.565782
513,513014,12611,0.635024
514,514010,35368,1.780948
515,515011,53725,2.705310
516,516013,30919,1.556919
517,517015,12611,0.635024
518,518009,35368,1.780948
519,519010,53693,2.703699
520,520011,30967,1.559336
521,521010,12579,0.633413
522,522011,35448,1.784976
523,523014,53709,2.704504
524,524015,30807,1.551279
525,525009,12675,0.638247
526,526010,35352,1.780142
527,527012,53677,2.702893
528,528014,30871,1.554502
529,529013,12595,0.634218
530,530008,35336,1.779336
531,531009,53709,2.704504
532,532011,30967,1.559336
533,533013,12627,0.635830
534,534013,35480,1.786587
535,535015,53757,2.706921
536,536009,31047,1.563365
537,537016,12611,0.635024
538,538010,35336,1.779336
539,539011,53741,2.706116
540,540012,30887,1.555308
541,541014,12611,0.635024
542,542015,35544,1.789810
543,543009,53741,2.706116
544,544010,31031,1.562559
545,545009,12515,0.630190
546,546011,35496,1.787393
547,547012,53709,2.704504
548,548013,30887,1.555308
549,549015,12643,0.636635
550,550009,35320,1.778530
551,551011,53709,2.704504
552,552012,30919,1.556919
553,553010,12611,0.635024
554,554013,35464,1.785782
555,555015,53757,2.706921
556,556009,31047,1.563365
557,557011,12595,0.634218
558,558013,35400,1.782559
559,559014,53741,2.706116
560,560009,31079,1.564976
561,561008,12595,0.634218
562,562012,35448,1.784976
563,563013,53709,2.704504
564,564014,30823,1.552085
565,565015,12643,0.636635
566,566009,35352,1.780142
567,567010,53725,2.705310
568,568011,30999,1.560948
569,569012,12627,0.635830
570,570009,35336,1.779336
571,571010,53741,2.706116
572,572011,30951,1.558531
573,573013,12627,0.635830
574,574015,35592,1.792227
575,575009,53757,2.706921
576,576009,31031,1.562559
577,577010,12595,0.634218
578,578012,35448,1.784976
579,579013,53725,2.705310
580,580014,30839,1.552891
581,581008,12611,0.635024
582,582009,35384,1.781753
583,583010,53725,2.705310
584,584011,30951,1.558531
585,585012,12627,0.635830
586,586009,35448,1.784976
587,587011,53773,2.707727
588,588012,31047,1.563365
589,589014,12579,0.633413
590,590015,35624,1.793838
591,591010,53725,2.705310
592,592012,30919,1.556919
593,593013,12643,0.636635
594,594009,35448,1.784976
595,595011,53773,2.707727
596,596013,30903,1.556114
597,597014,12659,0.637441
598,598016,35576,1.791421
599,599010,53725,2.705310
600,600012,30903,1.556114
601,601012,12627,0.635830
602,602015,35544,1.789810
603,603009,53773,2.707727
604,604010,31047,1.563365
605,605012,12595,0.634218
606,606013,35512,1.788199
607,607014,53725,2.705310
608,608009,31015,1.561753
609,609009,12579,0.633413
610,610012,35400,1.782559
611,611013,53725,2.705310
612,612015,30887,1.555308
613,613009,12595,0.634218
614,614011,35400,1.782559
615,615011,53757,2.706921
616,616013,30743,1.548057
617,617015,12547,0.631801
618,618009,35400,1.782559
619,619010,53725,2.705310
620,620011,30983,1.560142
621,621013,12627,0.635830
622,622014,35464,1.785782
623,623015,53693,2.703699
624,624010,31015,1.561753
625,625011,12611,0.635024
626,626013,35480,1.786587
627,627014,53693,2.703699
628,628009,31095,1.565782
629,629010,12595,0.634218
630,630012,35464,1.785782
631,631013,53741,2.706116
632,632015,30871,1.554502
633,633011,12627,0.635830
634,634014,35528,1.789004
635,635009,53677,2.702893
636,636010,30983,1.560142
637,637011,12691,0.639052
638,638013,35480,1.786587
639,639014,53693,2.703699
640,640015,30791,1.550474
641,641011,12563,0.632607
642,642013,35448,1.784976
643,643015,53741,2.706116
644,644010,30983,1.560142
645,645011,12611,0.635024
646,646013,35672,1.796255
647,647015,53693,2.703699
648,648009,31031,1.562559
649,649013,12611,0.635024
650,650015,35560,1.790616
651,651009,53709,2.704504
652,652012,30935,1.557725
653,653013,12611,0.635024
654,654015,35528,1.789004
655,655009,53741,2.706116
656,656010,30999,1.560948
657,657014,12563,0.632607
658,658016,35560,1.790616
659,659010,53741,2.706116
660,660011,31031,1.562559
661,661012,12627,0.635830
662,662013,35432,1.784170
663,663015,53677,2.702893
664,664009,31079,1.564976
665,665012,12611,0.635024
666,666009,35336,1.779336
667,667011,53661,2.702087
668,668012,30903,1.556114
669,669013,12595,0.634218
670,670015,35720,1.798672
671,671016,53805,2.709338
672,672009,30855,1.553696
673,673013,12611,0.635024
674,674008,35288,1.776919
675,675011,53741,2.706116
676,676013,30919,1.556919
677,677014,12483,0.628579
678,678015,35496,1.787393
679,679009,53757,2.706921
680,680010,30999,1.560948
681,681014,12611,0.635024
682,682009,35368,1.780948
683,683010,53677,2.702893
684,684011,30999,1.560948
685,685012,12595,0.634218
686,686013,35480,1.786587
687,687014,53757,2.706921
688,688008,31111,1.566587
689,689013,12691,0.639052
690,690015,35496,1.787393
691,691009,53773,2.707727
692,692010,31143,1.568199
693,693011,12611,0.635024
694,694013,35528,1.789004
695,695015,53933,2.715784
696,696009,31031,1.562559
697,697014,12611,0.635024
698,698009,35352,1.780142
699,699013,53773,2.707727
700,700009,30999,1.560948
701,701011,12595,0.634218
702,702013,35384,1.781753
703,703013,53581,2.698059
704,704015,30807,1.551279
705,705012,12675,0.638247
706,706008,35288,1.776919
707,707010,53821,2.710144
708,708012,30967,1.559336
709,709013,12627,0.635830
710,710014,35448,1.784976
711,711009,53677,2.702893
712,712010,31015,1.561753
713,713009,12611,0.635024
714,714013,35528,1.789004
715,715014,53725,2.705310
716,716008,31095,1.565782
717,717010,12595,0.634218
718,718011,35400,1.782559
719,719012,53661,2.702087
720,720013,30919,1.556919
721,721011,12595,0.634218
722,722015,35544,1.789810
723,723010,53757,2.706921
724,724011,30983,1.560142
725,725012,12691,0.639052
726,726013,35480,1.786587
727,727014,53709,2.704504
728,728008,31031,1.562559
729,729014,12579,0.633413
730,730008,35320,1.778530
731,731010,53725,2.705310
732,732011,30999,1.560948
733,733013,12627,0.635830
734,734014,35512,1.788199
735,735015,53725,2.705310
736,736010,31127,1.567393
737,737015,12643,0.636635
738,738012,35432,1.784170
739,739014,53757,2.706921
740,740015,30823,1.552085
741,741008,12611,0.635024
742,742010,35320,1.778530
743,743011,53693,2.703699
744,744012,31015,1.561753
745,745011,12595,0.634218
746,746015,35624,1.793838
747,747008,53709,2.704504
748,748010,30983,1.560142
749,749011,12611,0.635024
750,750013,35496,1.787393
751,751014,53757,2.706921
752,752008,31047,1.563365
753,753015,12563,0.632607
754,754009,35336,1.779336
755,755010,53725,2.705310
756,756012,30919,1.556919
757,757013,12595,0.634218
758,758015,35496,1.787393
759,759015,53725,2.705310
760,760009,31031,1.562559
761,761009,12627,0.635830
762,762015,35464,1.785782
763,763009,53725,2.705310
764,764010,31015,1.561753
765,765012,12579,0.633413
766,766013,35464,1.785782
767,767014,53709,2.704504
768,768015,30775,1.549668
769,769016,12675,0.638247
770,770012,35416,1.783364
771,771013,53725,2.705310
772,772014,30871,1.554502
773,773008,12595,0.634218
774,774010,35384,1.781753
775,775012,53693,2.703699
776,776013,30903,1.556114
777,777013,12643,0.636635
778,778011,35432,1.784170
779,779013,53741,2.706116
780,780015,30887,1.555308
781,781008,12595,0.634218
782,782010,35336,1.779336
783,783010,53757,2.706921
784,784012,30935,1.557725
785,785012,12611,0.635024
786,786013,35432,1.784170
787,787015,53709,2.704504
788,788009,31015,1.561753
789,789009,12595,0.634218
790,790011,35400,1.782559
791,791012,53677,2.702893
792,792014,30887,1.555308
793,793014,12675,0.638247
794,794009,35336,1.779336
795,795011,53741,2.706116
796,796012,30871,1.554502
797,797013,12579,0.633413
798,798015,35528,1.789004
799,799009,53789,2.708533
800,800011,30935,1.557725
801,801012,12611,0.635024
802,802016,35576,1.791421
803,803010,53741,2.706116
804,804011,30967,1.559336
805,805012,12579,0.633413
806,806013,35464,1.785782
807,807014,53725,2.705310
808,808015,30855,1.553696
809,809009,12595,0.634218
810,810011,35416,1.783364
811,811012,53693,2.703699
812,812014,30919,1.556919
813,813008,12627,0.635830
814,814009,35352,1.780142
815,815011,53773,2.707727
816,816011,30983,1.560142
817,817012,12595,0.634218
818,818014,35480,1.786587
819,819010,53709,2.704504
820,820011,30999,1.560948
821,821012,12659,0.637441
822,822014,35512,1.788199
823,823016,53693,2.703699
824,824010,31047,1.563365
825,825011,12643,0.636635
826,826015,35512,1.788199
827,827009,53741,2.706116
828,828010,31031,1.562559
829,829012,12627,0.635830
830,830012,35416,1.783364
831,831013,53725,2.705310
832,832015,30887,1.555308
833,833009,12595,0.634218
834,834011,35464,1.785782
835,835014,53709,2.704504
836,836015,30727,1.547251
837,837008,12595,0.634218
838,838010,35384,1.781753
839,839011,53693,2.703699
840,840013,30935,1.557725
841,841009,12611,0.635024
842,842012,35448,1.784976
843,843014,53789,2.708533
844,844015,30823,1.552085
845,845009,12595,0.634218
846,846010,35352,1.780142
847,847012,53709,2.704504
848,848013,30903,1.556114
849,849015,12595,0.634218
850,850010,35384,1.781753
851,851012,53693,2.703699
852,852012,30919,1.556919
853,853015,12611,0.635024
854,854009,35336,1.779336
855,855010,53805,2.709338
856,856012,30983,1.560142
857,857015,12611,0.635024
858,858010,35352,1.780142
859,859011,53757,2.706921
860,860013,30999,1.560948
861,861014,12691,0.639052
862,862015,35496,1.787393
863,863009,53693,2.703699
864,864010,31031,1.562559
865,865013,12643,0.636635
866,866014,35480,1.786587
867,867015,53709,2.704504
868,868009,31079,1.564976
869,869010,12563,0.632607
870,870012,35448,1.784976
871,871013,53693,2.703699
872,872015,30775,1.549668
873,873011,12643,0.636635
874,874015,35576,1.791421
875,875009,53789,2.708533
876,876010,31031,1.562559
877,877012,12595,0.634218
878,878013,35496,1.787393
879,879015,53725,2.705310
880,880008,31095,1.565782
881,881012,12611,0.635024
882,882014,35592,1.792227
883,883015,53677,2.702893
884,884009,31079,1.564976
885,885010,12643,0.636635
886,886012,35528,1.789004
887,887013,53757,2.706921
888,888014,30887,1.555308
889,889011,12611,0.635024
890,890014,35528,1.789004
891,891009,53709,2.704504
892,892010,30999,1.560948
893,893011,12675,0.638247
894,894013,35464,1.785782
895,895014,53741,2.706116
896,896009,31047,1.563365
897,897012,12643,0.636635
898,898009,35304,1.777725
899,899010,53773,2.707727
900,900012,30935,1.557725
901,901013,12611,0.635024
902,902014,35464,1.785782
903,903008,53709,2.704504
904,904010,31047,1.563365
905,905014,12675,0.638247
906,906010,35384,1.781753
907,907012,53677,2.702893
908,908013,30855,1.553696
909,909015,12659,0.637441
910,910009,35368,1.780948
911,911009,53725,2.705310
912,912011,31031,1.562559
913,913015,12611,0.635024
914,914011,35432,1.784170
915,915013,53725,2.705310
916,916015,30855,1.553696
917,917009,12595,0.634218
918,918010,35384,1.781753
919,919012,53789,2.708533
920,920013,30919,1.556919
921,921009,12611,0.635024
922,922012,35400,1.782559
923,923013,53693,2.703699
924,924015,30871,1.554502
925,925009,12595,0.634218
926,926010,35352,1.780142
927,927011,53805,2.709338
928,928012,30967,1.559336
929,929010,12595,0.634218
930,930012,35432,1.784170
931,931013,53709,2.704504
932,932015,30903,1.556114
933,933008,12595,0.634218
934,934011,35400,1.782559
935,935012,53757,2.706921
936,936014,30887,1.555308
937,937012,12627,0.635830
938,938013,35464,1.785782
939,939014,53725,2.705310
940,940016,30839,1.552891
941,941009,12643,0.636635
942,942010,35352,1.780142
943,943012,53773,2.707727
944,944013,30951,1.558531
945,945011,12579,0.633413
946,946012,35432,1.784170
947,947014,53709,2.704504
948,948015,30871,1.554502
949,949008,12579,0.633413
950,950009,35336,1.779336
951,951011,53709,2.704504
952,952013,30935,1.557725
953,953010,12611,0.635024
954,954013,35432,1.784170
955,955015,53677,2.702893
956,956009,31079,1.564976
957,957010,12595,0.634218
958,958011,35352,1.780142
959,959012,53773,2.707727
960,960014,30887,1.555308
961,961011,12595,0.634218
962,962012,35480,1.786587
963,963014,53709,2.704504
964,964016,30807,1.551279
965,965010,12595,0.634218
966,966011,35400,1.782559
967,967013,53773,2.707727
968,968014,30871,1.554502
969,969012,12643,0.636635
970,970015,35544,1.789810
971,971008,53725,2.705310
972,972009,31063,1.564170
973,973011,12611,0.635024
974,974012,35384,1.781753
975,975013,53725,2.705310
976,976015,30935,1.557725
977,977014,12579,0.633413
978,978015,35464,1.785782
979,979009,53725,2.705310
980,980011,30967,1.559336
981,981011,12627,0.635830
982,982013,35432,1.784170
983,983015,53741,2.706116
984,984009,31079,1.564976
985,985015,12659,0.637441
986,986011,35384,1.781753
987,987012,53789,2.708533
988,988014,30903,1.556114
989,989016,12611,0.635024
990,990010,35352,1.780142
991,991012,53773,2.707727
992,992013,30935,1.557725
993,993012,12595,0.634218
994,994014,35496,1.787393
995,995009,53789,2.708533
996,996010,30983,1.560142
997,997012,12611,0.635024
998,998014,35448,1.784976
999,999014,53645,2.701282
1000,1000008,31159,1.569004
1001,1001015,12611,0.635024
1002,1002010,35336,1.779336
1003,1003011,53741,2.706116
1004,1004013,30919,1.556919
1005,1005015,12595,0.634218
1006,1006010,35352,1.780142
1007,1007012,53725,2.705310
1008,1008012,30935,1.557725
1009,1009012,12675,0.638247
1010,1010015,35448,1.784976
1011,1011009,53725,2.705310
1012,1012011,30887,1.555308
1013,1013012,12611,0.635024
1014,1014013,35464,1.785782
1015,1015015,53725,2.705310
1016,1016009,31031,1.562559
1017,1017010,12611,0.635024
1018,1018011,35320,1.778530
1019,1019012,53757,2.706921
1020,1020014,30951,1.558531
1021,1021015,12643,0.636635
1022,1022009,35240,1.774502
1023,1023010,53725,2.705310
1024,1024012,30983,1.560142
1025,1025012,12595,0.634218
1026,1026009,35368,1.780948
1027,1027011,53757,2.706921
1028,1028013,30903,1.556114
1029,1029014,12643,0.636635
1030,1030015,35416,1.783364
1031,1031009,53709,2.704504
1032,1032010,31031,1.562559
1033,1033011,12643,0.636635
1034,1034015,35320,1.778530
1035,1035010,53805,2.709338
1036,1036011,30935,1.557725
1037,1037013,12643,0.636635
1038,1038014,35512,1.788199
1039,1039016,53709,2.704504
1040,1040010,31047,1.563365
1041,1041012,12611,0.635024
1042,1042014,35512,1.788199
1043,1043009,53741,2.706116
1044,1044010,31047,1.563365
1045,1045011,12611,0.635024
1046,1046013,35384,1.781753
1047,1047014,53789,2.708533
1048,1048015,30823,1.552085
1049,1049009,12611,0.635024
1050,1050011,35384,1.781753
1051,1051013,53741,2.706116
1052,1052014,30855,1.553696
1053,1053015,12691,0.639052
1054,1054009,35320,1.778530
1055,1055010,53693,2.703699
1056,1056012,30983,1.560142
1057,1057012,12627,0.635830
1058,1058015,35544,1.789810
1059,1059016,53741,2.706116
1060,1060010,31015,1.561753
1061,1061012,12643,0.636635
1062,1062014,35384,1.781753
